Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
28,Self Enquiry,1,10,Small Business,Male,3,5,Basic,3,Single,2,0,1,1,2,Executive,20723,0
24,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Divorced,1,0,3,0,0,Executive,18162,0
37,Company Invited,3,10,Small Business,Male,3,5,Standard,3,Divorced,6,0,2,0,2,Senior Manager,28377,0
35,Company Invited,1,10,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,26434,0
35,Self Enquiry,1,10,Salaried,Male,3,3,Basic,3,Married,2,0,4,0,0,Executive,16951,0
53,Self Enquiry,1,10,Small Business,Male,3,5,Standard,3,Divorced,4,1,2,0,1,Senior Manager,26647,0
38,Self Enquiry,3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106,0
47,Company Invited,3,10,Small Business,Male,2,3,Deluxe,3,Single,4,0,4,0,1,Manager,17976,0
23,Self Enquiry,1,10,Small Business,Male,2,2,Basic,5,Divorced,3,0,4,0,1,Executive,17819,0
35,Self Enquiry,2,10,Salaried,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,22415,0
30,Self Enquiry,1,10,Small Business,Male,4,5,Standard,3,Divorced,3,0,2,1,3,Senior Manager,30613,0
35,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Married,2,0,1,1,1,Executive,17376,0
32,Company Invited,1,10,Small Business,Male,3,4,Basic,5,Married,3,1,1,0,1,Executive,21743,0
42,Self Enquiry,3,10,Small Business,Male,2,3,Deluxe,5,Single,1,0,5,1,1,Manager,20155,0
28,Company Invited,1,10,Small Business,Male,4,5,Basic,3,Married,3,1,2,0,3,Executive,21244,0
42,Self Enquiry,1,10,Large Business,Male,2,3,King,3,Divorced,2,0,2,0,1,VP,34232,0
41,Company Invited,1,9,Small Business,Female,3,2,Deluxe,4,Divorced,3,0,3,0,2,Manager,22922,0
39,Self Enquiry,1,9,Small Business,Female,3,5,Standard,3,Married,5,1,5,1,2,Senior Manager,26434,0
35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,2,1,2,Executive,23059,0
54,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,5,Married,3,0,4,1,0,Manager,20940,0
28,Self Enquiry,3,9,Small Business,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,17856,0
41,Self Enquiry,1,9,Small Business,Female,4,4,Basic,3,Married,4,0,1,1,2,Executive,20679,0
37,Self Enquiry,1,9,Salaried,Female,4,4,Basic,3,Married,6,0,5,1,1,Executive,21221,0
33,Company Invited,1,9,Salaried,Female,2,3,Basic,3,Married,2,1,1,1,1,Executive,17909,0
36,Self Enquiry,3,9,Small Business,Female,4,4,Basic,3,Divorced,3,0,2,1,1,Executive,20692,0
60,Self Enquiry,1,9,Salaried,Female,4,5,Super Deluxe,3,Single,5,1,5,1,1,AVP,32404,0
37,Self Enquiry,3,9,Salaried,Female,3,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,23180,0
36,Self Enquiry,3,9,Small Business,Female,4,4,Basic,3,Married,3,0,1,1,3,Executive,20692,0
36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,1,3,Manager,23771,0
19,Self Enquiry,1,9,Small Business,Female,3,3,Basic,4,Single,2,0,3,1,2,Executive,16483,0
41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,0,1,Executive,21020,0
48,Self Enquiry,3,9,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21972,0
41,Self Enquiry,3,9,Small Business,Female,4,4,Deluxe,4,Married,5,0,3,1,2,Manager,24355,0
33,Company Invited,3,9,Salaried,Female,4,4,Basic,5,Married,3,0,3,0,2,Executive,21505,0
32,Self Enquiry,1,9,Small Business,Female,3,3,Deluxe,5,Married,2,0,1,1,0,Manager,21725,0
42,Self Enquiry,1,9,Salaried,Female,3,1,Deluxe,3,Divorced,3,1,5,0,0,Manager,20231,0
48,Self Enquiry,1,9,Small Business,Female,4,4,Deluxe,3,Married,7,0,2,0,2,Manager,23748,0
32,Company Invited,3,9,Salaried,Female,3,4,Standard,3,Married,3,1,1,1,1,Senior Manager,28530,0
48,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,23215,0
53,Self Enquiry,1,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,3,1,1,Executive,21890,0
39,Company Invited,1,9,Small Business,Female,4,5,Basic,4,Married,6,0,3,0,1,Executive,21146,0
40,Self Enquiry,2,9,Salaried,Female,3,5,Deluxe,3,Married,2,0,3,1,1,Manager,23882,0
40,Self Enquiry,1,9,Large Business,Female,4,5,Deluxe,3,Unmarried,3,0,1,1,2,Manager,23231,0
55,Self Enquiry,1,9,Large Business,Female,3,4,Standard,3,Married,2,0,4,0,1,Senior Manager,32227,0
47,Self Enquiry,3,9,Large Business,Female,4,6,Super Deluxe,4,Married,5,1,5,1,1,AVP,35550,0
48,Self Enquiry,1,9,Small Business,Female,4,4,Deluxe,3,Married,7,0,1,0,1,Manager,23748,0
35,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,5,Unmarried,2,1,3,1,1,Manager,23216,0
54,Self Enquiry,3,9,Salaried,Female,4,5,Super Deluxe,3,Married,4,0,3,0,1,AVP,34105,0
25,Company Invited,1,9,Large Business,Female,3,4,Basic,3,Unmarried,3,1,3,1,2,Executive,22438,0
44,Self Enquiry,1,9,Small Business,Female,4,2,Basic,3,Married,3,0,1,1,3,Executive,21323,0
46,Self Enquiry,1,9,Salaried,Female,4,5,Basic,3,Single,3,0,3,1,2,Executive,20952,0
46,Self Enquiry,3,9,Large Business,Female,2,1,Super Deluxe,5,Married,3,0,3,1,0,AVP,28225,0
39,Self Enquiry,2,9,Salaried,Female,2,2,Deluxe,4,Divorced,1,0,2,1,0,Manager,21389,0
47,Company Invited,3,9,Small Business,Female,2,3,Super Deluxe,3,Married,1,1,5,1,1,AVP,28770,0
45,Self Enquiry,1,9,Salaried,Female,4,2,Basic,3,Married,3,0,4,1,3,Executive,20689,0
60,Self Enquiry,1,9,Salaried,Female,4,5,Super Deluxe,3,Single,5,1,5,0,3,AVP,32404,0
41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,1,2,Executive,21020,0
41,Self Enquiry,1,9,Small Business,Female,3,2,Deluxe,3,Married,7,0,3,1,1,Manager,25055,0
34,Self Enquiry,3,9,Salaried,Female,2,5,Deluxe,3,Single,6,0,1,1,0,Manager,21029,0
59,Self Enquiry,3,9,Salaried,Female,2,4,Deluxe,3,Single,6,0,3,0,0,Manager,20171,0
28,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,5,0,2,Manager,22905,0
54,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,5,Divorced,3,0,4,1,1,Manager,20940,0
29,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Married,2,0,1,0,0,Manager,20561,0
48,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,2,1,2,1,1,Manager,23215,0
43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,2,Executive,21271,0
48,Self Enquiry,3,9,Salaried,Female,4,5,Basic,3,Unmarried,3,1,2,1,1,Executive,21972,0
43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,1,Executive,21271,0
40,Company Invited,1,9,Large Business,Female,4,4,Standard,3,Single,2,0,1,1,3,Senior Manager,29616,0
28,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,3,0,3,1,2,Executive,21019,0
35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Married,8,0,5,0,1,Executive,20909,0
33,Self Enquiry,1,9,Small Business,Female,4,4,Basic,4,Divorced,3,0,4,0,1,Executive,21048,0
29,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,4,Married,3,1,3,1,2,Manager,23457,0
40,Self Enquiry,2,9,Salaried,Female,3,5,Deluxe,3,Divorced,2,0,3,0,1,Manager,23882,0
46,Company Invited,3,9,Salaried,Female,4,4,Deluxe,3,Married,6,0,1,1,3,Manager,23832,0
28,Self Enquiry,1,9,Small Business,Female,3,3,Standard,4,Married,1,0,4,0,0,Senior Manager,22655,0
41,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,6,0,4,1,2,Executive,22055,0
34,Self Enquiry,1,9,Salaried,Female,3,3,Deluxe,4,Married,2,0,5,1,2,Manager,20433,0
41,Self Enquiry,1,9,Small Business,Female,4,5,Deluxe,3,Married,8,0,5,1,2,Manager,22126,0
30,Company Invited,1,9,Small Business,Female,3,3,Basic,3,Married,2,0,3,1,1,Executive,17083,0
59,Self Enquiry,1,9,Small Business,Female,2,2,Basic,5,Divorced,5,1,2,1,1,Executive,17670,0
36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,1,0,1,Manager,23103,0
55,Self Enquiry,1,9,Large Business,Female,3,4,Standard,3,Divorced,2,0,4,1,1,Senior Manager,32227,0
54,Company Invited,3,9,Small Business,Female,3,5,Standard,4,Divorced,4,0,2,0,2,Senior Manager,26203,0
36,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,6,0,2,1,0,Executive,17835,0
49,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,4,0,5,1,1,Manager,22729,0
39,Self Enquiry,3,9,Small Business,Female,4,6,Deluxe,3,Married,4,1,3,0,1,Manager,24083,0
30,Company Invited,1,9,Salaried,Female,4,4,Basic,4,Divorced,2,0,5,0,3,Executive,21858,0
40,Self Enquiry,1,9,Large Business,Female,4,5,Deluxe,3,Unmarried,3,0,2,1,1,Manager,23231,0
41,Self Enquiry,1,9,Small Business,Female,4,5,Deluxe,3,Divorced,8,0,5,1,1,Manager,22126,0
21,Self Enquiry,3,9,Small Business,Female,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21461,0
39,Company Invited,1,9,Small Business,Female,3,5,Basic,4,Single,3,0,1,1,1,Executive,21118,0
36,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,6,0,1,0,1,Executive,17835,0
43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22767,0
38,Self Enquiry,1,9,Large Business,Female,2,3,Deluxe,3,Single,4,1,5,0,0,Manager,1000,0
36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,0,1,Manager,23771,0
55,Self Enquiry,3,9,Salaried,Female,3,5,Standard,3,Married,8,0,5,1,2,Senior Manager,29364,0
37,Self Enquiry,1,9,Salaried,Female,4,4,Basic,3,Divorced,6,0,5,1,1,Executive,21221,0
41,Company Invited,1,9,Small Business,Female,3,2,Deluxe,4,Married,3,0,3,0,1,Manager,22922,0
29,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,2,0,0,Manager,20561,0
35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Divorced,8,0,5,1,3,Executive,20909,0
31,Company Invited,1,9,Small Business,Female,3,4,Basic,3,Single,2,0,4,1,1,Executive,21242,0
26,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17061,0
37,Self Enquiry,1,9,Salaried,Female,4,4,Deluxe,4,Married,6,1,4,0,1,Manager,25640,0
43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22767,0
33,Company Invited,3,9,Salaried,Female,4,4,Basic,5,Married,3,0,3,1,1,Executive,21505,0
19,Self Enquiry,1,9,Small Business,Female,3,3,Basic,4,Single,2,0,3,1,0,Executive,16483,0
26,Self Enquiry,2,9,Salaried,Female,3,4,Basic,4,Married,6,0,4,0,1,Executive,20865,0
45,Self Enquiry,1,9,Salaried,Female,4,2,Basic,3,Divorced,3,0,4,1,1,Executive,20689,0
29,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,4,Divorced,3,1,3,1,1,Manager,23457,0
36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,2,1,1,Manager,23103,0
45,Self Enquiry,1,9,Salaried,Female,4,2,Standard,3,Married,3,1,4,1,1,Senior Manager,26557,0
55,Self Enquiry,3,9,Salaried,Female,3,5,Standard,3,Divorced,8,0,5,1,1,Senior Manager,29364,0
36,Self Enquiry,3,9,Small Business,Female,3,4,Standard,3,Married,1,0,3,1,0,Senior Manager,22644,0
35,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,1,Executive,16281,0
34,Self Enquiry,2,9,Salaried,Male,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,22278,0
44,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,3,1,3,0,1,Manager,26525,0
37,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,5,1,2,Executive,21197,0
38,Self Enquiry,3,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,1,3,1,1,Manager,21861,0
37,Self Enquiry,3,9,Salaried,Male,4,4,Basic,3,Unmarried,5,1,3,0,1,Executive,21322,0
37,Self Enquiry,1,9,Salaried,Male,2,3,Standard,3,Married,2,0,1,1,0,Senior Manager,24434,0
36,Company Invited,1,9,Small Business,Male,4,5,Basic,3,Unmarried,2,1,3,1,1,Executive,23608,0
28,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,3,1,4,0,2,Manager,23156,0
46,Self Enquiry,3,9,Small Business,Male,2,3,Super Deluxe,3,Married,4,0,1,1,0,AVP,32465,0
26,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,8,1,5,0,1,Executive,22655,0
52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Divorced,3,1,2,0,0,Senior Manager,22969,0
45,Company Invited,1,9,Small Business,Male,3,4,Standard,3,Single,7,1,1,0,2,Senior Manager,28887,0
37,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,5,1,1,Executive,21197,0
23,Self Enquiry,1,9,Large Business,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,21201,0
31,Self Enquiry,1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830,0
39,Company Invited,3,9,Salaried,Male,3,5,Deluxe,3,Divorced,5,0,5,1,2,Manager,23927,0
32,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21373,0
35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,1,Manager,24952,0
30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Married,2,0,4,1,1,Executive,21381,0
30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,2,0,1,Manager,23232,0
27,Self Enquiry,1,9,Small Business,Male,3,5,Basic,3,Unmarried,2,0,3,0,1,Executive,22582,0
49,Self Enquiry,3,9,Small Business,Male,3,3,Deluxe,4,Divorced,5,0,3,1,1,Manager,26798,0
30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,5,0,3,1,0,Executive,17097,0
31,Self Enquiry,3,9,Large Business,Male,4,4,Basic,4,Divorced,3,0,3,1,3,Executive,21154,0
30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Married,3,0,1,1,2,Manager,23327,0
43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Married,2,0,1,1,2,Manager,24950,0
33,Self Enquiry,2,9,Salaried,Male,2,3,Basic,4,Married,4,1,5,0,1,Executive,17277,0
30,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Divorced,2,0,4,0,1,Executive,21381,0
44,Self Enquiry,1,9,Salaried,Male,2,3,King,3,Married,5,1,1,0,1,VP,34513,0
40,Self Enquiry,3,9,Salaried,Male,3,2,Standard,3,Unmarried,2,0,1,0,1,Senior Manager,26558,0
38,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,1,0,2,1,1,Senior Manager,25609,0
41,Company Invited,3,9,Small Business,Male,4,4,Deluxe,4,Married,7,0,4,1,2,Manager,23005,0
26,Self Enquiry,1,9,Small Business,Male,4,2,Basic,5,Unmarried,2,0,2,1,3,Executive,22102,0
28,Self Enquiry,1,9,Small Business,Male,3,4,Basic,4,Divorced,2,0,5,1,1,Executive,22146,0
27,Company Invited,1,9,Small Business,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,16706,0
59,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Divorced,4,0,3,0,1,Executive,17177,0
32,Company Invited,3,9,Salaried,Male,3,4,Deluxe,5,Unmarried,2,0,1,0,1,Manager,24010,0
52,Self Enquiry,3,9,Small Business,Male,2,4,Super Deluxe,5,Divorced,2,0,5,1,0,AVP,31856,0
39,Company Invited,2,9,Salaried,Male,4,4,Basic,4,Married,7,0,3,1,3,Executive,21270,0
54,Self Enquiry,3,9,Small Business,Male,3,4,Super Deluxe,3,Married,8,0,3,1,1,AVP,33530,0
39,Company Invited,1,9,Salaried,Male,3,4,Basic,3,Married,3,1,5,1,1,Executive,20380,0
34,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Single,2,0,3,1,1,Executive,21178,0
54,Self Enquiry,1,9,Salaried,Male,2,3,Super Deluxe,3,Married,4,0,5,0,0,AVP,32779,0
39,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,3,Married,1,0,4,0,2,Manager,18069,0
35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Married,8,0,4,0,2,Manager,24635,0
29,Self Enquiry,1,9,Salaried,Male,4,5,Basic,4,Married,2,0,1,0,3,Executive,21879,0
35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Married,3,0,4,0,2,Manager,28225,0
35,Self Enquiry,1,9,Small Business,Male,4,2,Basic,3,Married,2,1,1,0,2,Executive,21610,0
46,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,4,Divorced,2,0,5,1,1,Manager,23483,0
29,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Divorced,3,1,4,1,1,Executive,22545,0
30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,23232,0
28,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,3,1,4,1,3,Manager,23156,0
32,Self Enquiry,2,9,Salaried,Male,4,5,Deluxe,5,Divorced,5,0,3,0,2,Manager,25088,0
24,Self Enquiry,3,9,Large Business,Male,4,4,Basic,5,Married,5,0,3,1,2,Executive,21000,0
38,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,4,0,3,1,0,Executive,17821,0
43,Company Invited,1,9,Small Business,Male,3,4,Basic,3,Single,7,1,2,0,2,Executive,21193,0
38,Company Invited,1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,1,1,3,Manager,23841,0
54,Self Enquiry,1,9,Salaried,Male,2,3,Super Deluxe,3,Divorced,4,0,5,1,1,AVP,32779,0
35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,1,Senior Manager,22823,0
43,Company Invited,1,9,Salaried,Male,3,4,Standard,3,Married,4,1,3,1,1,Senior Manager,28802,0
34,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,24183,0
56,Company Invited,1,9,Salaried,Male,4,4,Standard,4,Divorced,5,0,2,1,2,Senior Manager,29654,0
20,Self Enquiry,1,9,Salaried,Male,2,4,Basic,3,Single,2,0,3,0,1,Executive,18033,0
27,Self Enquiry,1,9,Small Business,Male,3,2,Deluxe,3,Divorced,3,0,3,1,2,Manager,24150,0
49,Self Enquiry,1,9,Large Business,Male,4,2,Basic,4,Single,7,0,2,0,3,Executive,21237,0
27,Self Enquiry,1,9,Small Business,Male,3,2,Deluxe,3,Married,3,0,3,1,2,Manager,24150,0
31,Self Enquiry,1,9,Small Business,Male,3,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398,0
39,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Unmarried,7,1,4,0,2,Executive,22622,0
29,Self Enquiry,1,9,Small Business,Male,3,4,Standard,3,Married,2,0,1,0,2,Senior Manager,26935,0
21,Self Enquiry,1,9,Small Business,Male,3,4,Basic,3,Single,2,0,5,1,1,Executive,18230,0
35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,3,Executive,21446,0
38,Self Enquiry,3,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,1,3,1,0,Manager,21861,0
37,Self Enquiry,3,9,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,1,Senior Manager,22428,0
43,Self Enquiry,2,9,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21374,0
56,Company Invited,1,9,Salaried,Male,4,4,Standard,4,Married,5,0,1,0,2,Senior Manager,29654,0
34,Company Invited,1,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,0,1,1,0,Manager,22756,0
52,Company Invited,3,9,Small Business,Male,3,4,Standard,4,Divorced,4,0,4,0,1,Senior Manager,29274,0
41,Self Enquiry,1,9,Salaried,Male,3,5,Basic,3,Unmarried,4,0,5,0,2,Executive,21487,0
39,Company Invited,1,9,Salaried,Male,3,4,Basic,3,Divorced,3,1,5,1,2,Executive,20380,0
28,Company Invited,3,9,Salaried,Male,3,6,Deluxe,3,Unmarried,5,0,4,1,2,Manager,23749,0
36,Company Invited,3,9,Small Business,Male,2,4,Standard,3,Divorced,5,0,2,0,1,Senior Manager,24699,0
23,Self Enquiry,1,9,Large Business,Male,4,4,Basic,3,Divorced,2,0,5,1,3,Executive,21201,0
36,Company Invited,3,9,Small Business,Male,2,4,Standard,3,Married,5,0,1,0,0,Senior Manager,24699,0
35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,2,Senior Manager,22823,0
31,Company Invited,1,9,Small Business,Male,3,3,Standard,3,Married,1,0,4,1,2,Senior Manager,28675,0
47,Self Enquiry,1,9,Large Business,Male,3,4,Deluxe,3,Married,4,0,2,1,1,Manager,26057,0
26,Company Invited,1,9,Salaried,Male,4,2,Deluxe,3,Married,3,0,1,0,2,Manager,23884,0
37,Self Enquiry,3,9,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,22428,0
35,Company Invited,1,9,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,4,1,3,Manager,22711,0
33,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Unmarried,2,0,5,1,2,Executive,21746,0
30,Company Invited,1,9,Salaried,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,27531,0
41,Self Enquiry,1,9,Salaried,Male,4,4,Deluxe,3,Unmarried,3,0,3,1,3,Manager,23339,0
52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Married,3,1,1,1,0,Senior Manager,22969,0
37,Self Enquiry,1,9,Salaried,Male,2,3,Standard,3,Divorced,2,0,2,1,0,Senior Manager,24434,0
59,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,4,0,3,0,0,Executive,17177,0
46,Self Enquiry,3,9,Small Business,Male,2,3,Super Deluxe,3,Divorced,4,0,2,1,0,AVP,32465,0
33,Self Enquiry,1,9,Large Business,Male,4,4,Basic,5,Single,3,0,1,1,2,Executive,21117,0
32,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Married,3,0,5,0,3,Executive,22155,0
47,Self Enquiry,3,9,Salaried,Male,4,4,Standard,3,Married,6,1,3,0,3,Senior Manager,29046,0
39,Self Enquiry,1,9,Salaried,Male,3,4,Deluxe,3,Married,2,0,1,1,2,Manager,25231,0
34,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,4,0,2,1,0,Executive,17979,0
29,Self Enquiry,1,9,Small Business,Male,3,4,Standard,3,Divorced,2,0,2,1,2,Senior Manager,26935,0
28,Company Invited,1,9,Small Business,Male,3,4,Basic,3,Single,4,0,3,0,2,Executive,21258,0
35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,0,1,Manager,28225,0
46,Self Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Unmarried,2,0,5,0,1,Manager,25310,0
49,Self Enquiry,3,9,Small Business,Male,3,2,Deluxe,4,Married,5,0,3,0,2,Manager,26798,0
43,Self Enquiry,1,9,Small Business,Male,4,5,Basic,4,Married,6,0,1,1,3,Executive,23519,0
43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Divorced,2,0,2,0,3,Manager,24950,0
39,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Unmarried,7,1,1,0,1,Executive,22622,0
47,Self Enquiry,1,9,Salaried,Male,3,4,Standard,3,Married,5,0,1,1,2,Senior Manager,27256,0
47,Self Enquiry,1,9,Large Business,Male,3,4,Deluxe,3,Married,4,0,1,0,1,Manager,26057,0
52,Self Enquiry,1,9,Small Business,Male,3,6,Deluxe,4,Married,7,0,2,0,1,Manager,24160,0
46,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,4,Married,2,0,5,1,3,Manager,23483,0
44,Self Enquiry,2,9,Salaried,Male,4,4,Basic,3,Unmarried,2,0,1,0,1,Executive,22217,0
39,Self Enquiry,1,9,Salaried,Male,3,4,Deluxe,3,Divorced,2,0,2,0,2,Manager,25231,0
38,Company Invited,1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,2,0,2,Manager,23841,0
43,Self Enquiry,2,9,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,1,Executive,21374,0
46,Self Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Unmarried,2,0,5,1,2,Manager,25310,0
31,Company Invited,1,9,Small Business,Male,3,3,Standard,3,Married,1,0,4,1,0,Senior Manager,28675,0
59,Company Invited,3,9,Small Business,Male,3,4,Super Deluxe,4,Married,6,0,4,1,1,AVP,21383,0
50,Company Invited,2,9,Small Business,Male,3,3,King,4,Married,2,0,1,1,2,VP,33200,0
36,Company Invited,1,9,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,24440,0
36,Self Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842,0
41,Company Invited,3,9,Small Business,Male,4,4,Deluxe,4,Divorced,7,0,4,1,3,Manager,23005,0
32,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,25260,0
34,Company Invited,1,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,0,2,1,0,Manager,22756,0
33,Self Enquiry,3,9,Small Business,Male,3,4,Deluxe,4,Divorced,2,1,1,0,2,Manager,22756,0
43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,2,0,2,Manager,25459,0
30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,2,1,2,Manager,23327,0
37,Company Invited,2,9,Salaried,Male,4,5,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22564,0
28,Self Enquiry,1,9,Large Business,Male,3,4,Basic,4,Married,3,0,4,1,2,Executive,20904,0
36,Company Invited,1,9,Small Business,Male,1,3,Basic,4,Single,5,0,4,1,0,Executive,17088,0
29,Self Enquiry,1,9,Salaried,Male,4,5,Basic,4,Divorced,2,0,2,0,3,Executive,21879,0
31,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,22830,0
